"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","geneid"
1.63541125785145e-06,2.01178729660779,0.004,0,0.0496265546195022,"","ENSG00000287069"
1.62981129335809e-06,3.01178729660779,0.004,0,0.0494566236969512,"","ENSG00000285407"
1.62771943109433e-06,1.01413123707609,0.022,0.01,0.0493931461365573,"OXSM","ENSG00000151093"
1.6242432607913e-06,3.42682479588663,0.004,0,0.0492876617487121,"","ENSG00000217702"
1.6242432607913e-06,3.42682479588663,0.004,0,0.0492876617487121,"","ENSG00000230532"
1.6242432607913e-06,3.42682479588663,0.004,0,0.0492876617487121,"","ENSG00000249881"
1.6242432607913e-06,3.42682479588663,0.004,0,0.0492876617487121,"","ENSG00000264924"
1.62343633689762e-06,3.51993420027811,0.004,0,0.0492631756431583,"HSD17B6","ENSG00000025423"
1.62343633689762e-06,3.51993420027811,0.004,0,0.0492631756431583,"ST8SIA5","ENSG00000101638"
1.62343633689762e-06,3.51993420027811,0.004,0,0.0492631756431583,"LINC01208","ENSG00000223715"
1.62264328406811e-06,3.68985920172042,0.004,0,0.0492391104550468,"","ENSG00000284640"
1.62264328406811e-06,3.60739704152845,0.004,0,0.0492391104550468,"SNTG1","ENSG00000147481"
1.61778757952319e-06,2.03089611955549,0.005,0.001,0.0490917641006312,"","ENSG00000238280"
1.61184277013386e-06,2.35282421444285,0.005,0.001,0.0489113688597121,"GRIN2C","ENSG00000161509"
1.60591865380153e-06,2.54546929238525,0.005,0.001,0.0487316015496076,"CDCA3","ENSG00000111665"
1.60004336894399e-06,2.7678617137217,0.005,0.001,0.0485533160306053,"CLIP1-AS1","ENSG00000257097"
1.60004336894399e-06,2.7678617137217,0.005,0.001,0.0485533160306053,"","ENSG00000225643"
1.60004336894399e-06,2.7678617137217,0.005,0.001,0.0485533160306053,"","ENSG00000286109"
1.59838351050905e-06,2.84186229516548,0.005,0.001,0.0485029476263971,"TTC39A-AS1","ENSG00000261664"
1.58279189366976e-06,1.19028819222991,0.022,0.011,0.048029820013409,"APOBEC3F","ENSG00000128394"
1.55044806168288e-06,1.77474809930694,0.01,0.003,0.047048346431767,"C12orf60","ENSG00000182993"
1.50034602069196e-06,1.49721412377803,0.012,0.004,0.0455279999978974,"MAP3K20-AS1","ENSG00000238133"
1.48248399711516e-06,1.36205454049639,0.014,0.005,0.0449859768924594,"SCN2B","ENSG00000149575"
1.43140481793991e-06,1.46746678038398,0.01,0.003,0.0434359792003864,"LINC02763","ENSG00000254968"
1.41984898817938e-06,1.1449741403746,0.02,0.009,0.0430853175463033,"SERINC2","ENSG00000168528"
1.33990318674555e-06,1.45003218704796,0.013,0.005,0.0406593622017936,"DENND6A-AS1","ENSG00000239801"
1.28846305170976e-06,1.54546929238525,0.01,0.003,0.0390984113041327,"CRTC3-AS1","ENSG00000259736"
1.27688706455002e-06,1.06692885080025,0.021,0.01,0.0387471379737704,"MESP1","ENSG00000166823"
1.24172845435036e-06,2.62845865705628,0.005,0.001,0.0376802499472617,"ZPLD1","ENSG00000170044"
1.24064779499818e-06,2.68985920172042,0.005,0.001,0.0376474573392197,"PRSS48","ENSG00000189099"
1.24064779499818e-06,2.68985920172042,0.005,0.001,0.0376474573392197,"","ENSG00000213994"
1.23611427044408e-06,2.95289360755422,0.005,0.001,0.0375098875366256,"DNAI3","ENSG00000162643"
1.23611427044408e-06,2.95289360755422,0.005,0.001,0.0375098875366256,"DDX25","ENSG00000109832"
1.23611427044408e-06,2.95289360755422,0.005,0.001,0.0375098875366256,"","ENSG00000261061"
1.23611427044408e-06,2.95289360755422,0.005,0.001,0.0375098875366256,"RABGAP1L-AS1","ENSG00000229531"
1.23611427044408e-06,2.95289360755422,0.005,0.001,0.0375098875366256,"","ENSG00000266667"
1.16365061341112e-06,1.45853365561397,0.012,0.004,0.0353109778639604,"RASGRF2","ENSG00000113319"
1.14627897102616e-06,1.26536137319252,0.016,0.006,0.0347838353757888,"HCP5","ENSG00000206337"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"SSC4D","ENSG00000146700"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"WNT4","ENSG00000162552"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"CKAP2L","ENSG00000169607"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000256001"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"CLDN20","ENSG00000171217"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"LINC00626","ENSG00000225826"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000286728"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"CT69","ENSG00000231971"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"MASP2","ENSG00000009724"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000287516"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"SLC7A14","ENSG00000013293"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"LINC02068","ENSG00000223387"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"RPL3L","ENSG00000140986"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"OPCML","ENSG00000183715"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"CFTR","ENSG00000001626"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000286575"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"MYBPC3","ENSG00000134571"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"SPTBN2","ENSG00000173898"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"MYL6B-AS1","ENSG00000257809"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000287242"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000226957"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"PHACTR2-AS1","ENSG00000235740"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"SLC52A1","ENSG00000132517"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"A3GALT2","ENSG00000184389"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000231918"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"ASIC4-AS1","ENSG00000227432"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000244380"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"IL20RB-AS1","ENSG00000249407"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000287012"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000259543"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"FBXO47","ENSG00000204952"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"EP300-AS1","ENSG00000231993"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"TRPC5","ENSG00000072315"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"","ENSG00000287560"
1.13744764552271e-06,4.68985920172043,0.003,0,0.0345158488033866,"PLA2G12B","ENSG00000138308"
1.13744722031774e-06,6.98753975036111,0.003,0,0.0345158359005417,"HTR2C","ENSG00000147246"
1.13744413758572e-06,5.01178729660779,0.003,0,0.0345157423550388,"MSMP","ENSG00000215183"
1.13744413758572e-06,4.91225162305687,0.003,0,0.0345157423550388,"CTSG","ENSG00000100448"
1.13744413758572e-06,4.91225162305687,0.003,0,0.0345157423550388,"TMEM132D","ENSG00000151952"
1.13744413758572e-06,4.80533641914036,0.003,0,0.0345157423550388,"MYT1L","ENSG00000186487"
1.13744413758572e-06,4.80533641914036,0.003,0,0.0345157423550388,"LINC02942","ENSG00000237074"
1.1365911189299e-06,1.9716301701358,0.008,0.002,0.0344898575039278,"DSCAML1","ENSG00000177103"
1.13600110035755e-06,2.15934448502165,0.007,0.002,0.0344719533903497,"GTSE1","ENSG00000075218"
1.13156381535576e-06,2.26243797798575,0.007,0.002,0.0343373039769706,"SILC1","ENSG00000232044"
1.12512776125703e-06,2.22037391841921,0.007,0.001,0.0341420019153445,"FAM81A","ENSG00000157470"
1.12303200627921e-06,2.42682479588663,0.007,0.001,0.0340784062305425,"SOX9-AS1","ENSG00000234899"
1.12303200627921e-06,2.27482170244158,0.007,0.001,0.0340784062305425,"NXPH4","ENSG00000182379"
1.1145688187736e-06,1.74875289077399,0.007,0.001,0.0338215908056848,"LINC02408","ENSG00000203585"
1.10454463788302e-06,2.05909301138614,0.008,0.002,0.0335174070365602,"PSPN","ENSG00000125650"
1.09720211660351e-06,2.15934448502165,0.007,0.001,0.0332945982283335,"IGF2BP3","ENSG00000136231"
1.09644318455068e-06,2.16379039005284,0.007,0.001,0.0332715684351904,"","ENSG00000281016"
1.09644318455068e-06,1.94139796871639,0.007,0.001,0.0332715684351904,"CDYL2","ENSG00000166446"
1.09186363300352e-06,1.41977003835268,0.014,0.005,0.0331326019434917,"GINS2","ENSG00000131153"
1.07344808372859e-06,1.32016468790234,0.019,0.008,0.0325737821007442,"INPP4B","ENSG00000109452"
1.0688752238574e-06,1.92432445535745,0.008,0.002,0.0324350186679527,"AQP11","ENSG00000178301"
1.03298445570544e-06,2.483408324253,0.007,0.001,0.0313459133083816,"DNAH9","ENSG00000007174"
1.01823021190026e-06,1.72638507774554,0.011,0.003,0.0308981957801133,"ARMH1","ENSG00000198520"
9.66461138135586e-07,1.98941948357933,0.006,0.001,0.0293272632367244,"","ENSG00000259437"
9.58547491792115e-07,2.16379039005284,0.006,0.001,0.0290871236384317,"","ENSG00000287249"
9.53695724604439e-07,1.08697479300201,0.022,0.01,0.0289398967631217,"SERHL2","ENSG00000183569"
9.52460802859956e-07,2.45853365561397,0.006,0.001,0.0289024230627854,"ASPHD1","ENSG00000174939"
9.51042955805238e-07,2.51993420027811,0.006,0.001,0.0288593984939099,"RETREG1-AS1","ENSG00000246214"
9.45544203396918e-07,1.37907166443826,0.015,0.005,0.0286925388520795,"ZNF852","ENSG00000178917"
9.09013876528121e-07,1.70756120345388,0.011,0.003,0.0275840260832458,"SAXO1","ENSG00000155875"
9.04739938353336e-07,1.82736272547036,0.009,0.002,0.027454333429332,"","ENSG00000282556"
8.98342577898302e-07,1.94443202880602,0.009,0.002,0.027260205526324,"TOR4A","ENSG00000198113"
8.82679156656216e-07,4.01178729660779,0.004,0,0.0267848990087329,"IPCEF1","ENSG00000074706"
8.82679156656216e-07,4.01178729660779,0.004,0,0.0267848990087329,"LINC02755","ENSG00000254530"
8.82679156656216e-07,4.01178729660779,0.004,0,0.0267848990087329,"","ENSG00000286334"
8.82679156656216e-07,4.01178729660779,0.004,0,0.0267848990087329,"","ENSG00000260891"
8.77610917297175e-07,2.87043144736225,0.005,0,0.0266311032853828,"KIF4A","ENSG00000090889"
8.7439458208269e-07,3.19235954224961,0.005,0,0.0265335035932992,"","ENSG00000273272"
8.7439458208269e-07,3.19235954224961,0.005,0,0.0265335035932992,"LINC01234","ENSG00000249550"
8.7439458208269e-07,3.19235954224961,0.005,0,0.0265335035932992,"","ENSG00000260111"
8.7439458208269e-07,3.19235954224961,0.005,0,0.0265335035932992,"OPA1-AS1","ENSG00000224855"
8.7439458208269e-07,3.19235954224961,0.005,0,0.0265335035932992,"HORMAD2-AS1","ENSG00000227117"
8.73781671127429e-07,3.27482170244158,0.005,0,0.0265149048103618,"EDARADD","ENSG00000186197"
8.73781671127429e-07,3.27482170244158,0.005,0,0.0265149048103618,"DGKB","ENSG00000136267"
8.73781671127429e-07,3.27482170244158,0.005,0,0.0265149048103618,"","ENSG00000286924"
8.59287973697326e-07,1.03930835937169,0.024,0.012,0.0260750935618454,"PIERCE2","ENSG00000261652"
8.47115967336597e-07,1.61185668971915,0.006,0.001,0.025705734028829,"CHRM3","ENSG00000133019"
8.46648165890537e-07,2.56432831963657,0.006,0.001,0.0256915385939484,"","ENSG00000273080"
8.46648165890537e-07,2.56432831963657,0.006,0.001,0.0256915385939484,"","ENSG00000278000"
8.46648165890537e-07,2.56432831963657,0.006,0.001,0.0256915385939484,"SNORC","ENSG00000182600"
8.33515385828144e-07,1.95289360755422,0.009,0.003,0.025293024382955,"AURKA","ENSG00000087586"
8.16922842237012e-07,1.65743772402805,0.012,0.004,0.0247895236476821,"FGR","ENSG00000000938"
7.32361962158021e-07,1.1433708488139,0.01,0.003,0.0222235237416851,"PACRG","ENSG00000112530"
7.29978223181423e-07,1.14389083261513,0.019,0.008,0.0221511891824403,"MMP16","ENSG00000156103"
7.20033541705774e-07,2.75697339757896,0.006,0.001,0.0218494178230617,"TMEM266","ENSG00000169758"
7.20033541705774e-07,2.75697339757896,0.006,0.001,0.0218494178230617,"HIGD1C","ENSG00000214511"
7.06149171266158e-07,1.32728912233572,0.015,0.006,0.0214280966020716,"ADCY5","ENSG00000173175"
6.89580850185399e-07,1.21592801338801,0.021,0.009,0.0209253308988759,"CEROX1","ENSG00000260807"
6.59980335595832e-07,1.44049973278371,0.014,0.005,0.0200271032836555,"PLBD1-AS1","ENSG00000256751"
6.5620461879524e-07,1.6704938768535,0.01,0.003,0.0199125291573416,"CCDC134","ENSG00000100147"
6.39195668213629e-07,1.61013200924969,0.012,0.004,0.0193963925519426,"","ENSG00000224746"
6.36793834181944e-07,1.10489670099927,0.022,0.01,0.0193235088982511,"CCDC159","ENSG00000183401"
6.25160398341432e-07,1.23495724156364,0.016,0.006,0.0189704922876707,"","ENSG00000230454"
6.16889490497466e-07,1.08526789425034,0.02,0.008,0.0187195115891456,"GTF2A1-AS1","ENSG00000273783"
6.08457692896706e-07,1.19105334474898,0.02,0.008,0.0184636486909505,"ZNF501","ENSG00000186446"
6.06413699354057e-07,1.38666766941465,0.016,0.006,0.0184016237068989,"POU3F1","ENSG00000185668"
5.96757128396e-07,1.4203985267272,0.016,0.006,0.0181085950611766,"SUV39H2","ENSG00000152455"
5.85138324435273e-07,1.2004743609815,0.021,0.009,0.0177560224549884,"ACER2","ENSG00000177076"
5.8174478876601e-07,2.84186229516548,0.005,0.001,0.0176530456151046,"TVP23A","ENSG00000166676"
