"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","geneid"
2.89704684192679e-37,1.12571569511881,0.734,0.337,8.79108864182684e-33,"ITGB1","ENSG00000150093"
1.5350399523936e-37,1.01947149884119,0.768,0.356,4.65807873553837e-33,"ARL6IP5","ENSG00000144746"
8.2291916478621e-38,1.28999158860345,0.658,0.258,2.49714820554375e-33,"EIF3K","ENSG00000178982"
6.70858536198088e-38,1.08187251645335,0.809,0.389,2.0357202280931e-33,"EEF1B2","ENSG00000114942"
5.08354065828922e-38,1.09255559822048,0.724,0.321,1.54260041275786e-33,"YWHAE","ENSG00000108953"
2.54342986745107e-38,1.9973921624879,0.498,0.155,7.71803793278028e-34,"NDUFB4","ENSG00000065518"
9.8466428549231e-39,1.10889223111789,0.757,0.356,2.98796377432641e-34,"SLC25A3","ENSG00000075415"
5.73670745366864e-39,1.20327697032105,0.777,0.37,1.74080387681575e-34,"MGST3","ENSG00000143198"
4.7988301919329e-39,1.10624455427406,0.773,0.356,1.45620502174204e-34,"RNASEK","ENSG00000219200"
2.57988258024622e-39,1.01572192739373,0.822,0.46,7.82865368975715e-35,"NNMT","ENSG00000166741"
7.84831340793343e-40,1.21584348162412,0.819,0.401,2.3815707036374e-35,"MORF4L1","ENSG00000185787"
5.90492867168207e-40,1.16307284317734,0.897,0.699,1.79185060542192e-35,"COL1A2","ENSG00000164692"
2.4797067509958e-40,1.10502620786231,0.705,0.269,7.52467013589676e-36,"GAS5","ENSG00000234741"
1.62153561720231e-40,1.19473140519086,0.699,0.285,4.9205498304004e-36,"ATP5MC2","ENSG00000135390"
8.68821807517958e-41,1.12358091745292,0.81,0.372,2.63643977491324e-36,"TMEM59","ENSG00000116209"
6.91871457332146e-41,1.23380892717355,0.7,0.284,2.0994839372744e-36,"PSMA7","ENSG00000101182"
3.14190161076627e-41,1.44777247960275,0.669,0.269,9.53410043787024e-37,"CSTB","ENSG00000160213"
1.57710648726554e-41,1.00027792050673,0.886,0.447,4.78572963560728e-37,"EEF1D","ENSG00000104529"
8.5002583472652e-42,1.15180075282996,0.75,0.325,2.57940339547763e-37,"EID1","ENSG00000255302"
8.26922583044893e-42,1.15159656700314,0.881,0.463,2.50929657824973e-37,"LAPTM4A","ENSG00000068697"
6.20835721272215e-42,1.05224492038997,0.738,0.308,1.88392599620054e-37,"PEBP1","ENSG00000089220"
5.93895544841004e-42,1.49457759749238,0.635,0.237,1.80217603082003e-37,"SNHG6","ENSG00000245910"
3.69319500130687e-42,1.06204475036353,0.852,0.405,1.12070002314657e-37,"PLAC9","ENSG00000189129"
2.48473104700211e-42,1.13780350426072,0.81,0.356,7.53991636212792e-38,"CLIC1","ENSG00000213719"
2.21222622043783e-42,1.30506761034337,0.689,0.266,6.7130004659186e-38,"C12orf57","ENSG00000111678"
1.49263465925249e-42,1.2173488755894,0.722,0.312,4.52939987350168e-38,"PCOLCE2","ENSG00000163710"
8.5978357214468e-43,1.00125215836666,0.683,0.26,2.60901324967303e-38,"BZW1","ENSG00000082153"
8.20080295987719e-43,1.22950558307042,0.69,0.274,2.48853365817473e-38,"CALU","ENSG00000128595"
3.16599811771005e-43,1.3702339354847,0.786,0.351,9.60722128819114e-39,"COX7C","ENSG00000127184"
1.45906670482948e-43,1.2533144946084,0.698,0.268,4.42753791580507e-39,"EIF4G2","ENSG00000110321"
1.16736222609557e-43,1.15426301602995,0.69,0.264,3.54236067508701e-39,"RABGEF1","ENSG00000154710"
2.27624323380281e-44,1.05978962242263,0.915,0.47,6.90726009297463e-40,"CALM2","ENSG00000143933"
